carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
16418,skoda, Rapid,2018,Semi-Auto,13553,Petrol,145,59.2173,1,11795
16419,bmw, 7 Series,2019,Semi-Auto,6249,Diesel,145,42.1048,3,46500
16420,audi, SQ5,2020,Automatic,1500,Diesel,145,34.7968,0,56450
16421,merc, S Class,2019,Automatic,21442,Petrol,145,32.3583,4,81900
16422,audi, R8,2020,Semi-Auto,333,Petrol,145,21.5697,5.2,133900
16423,ford, Edge,2019,Automatic,4921,Diesel,145,37.3342,2,36000
16425,audi, RS3,2019,Automatic,4550,Petrol,150,29.7037,2.5,41990
16426,merc, V Class,2018,Automatic,20527,Diesel,145,45.6118,2.1,36498
16428,toyota, GT86,2020,Manual,650,Petrol,145,33.1251,2,28000
16430,vw, Scirocco,2016,Manual,38452,Diesel,20,67.1934,2,13690
16431,vauxhall, Antara,2014,Manual,27495,Diesel,235,43.733,2.2,6790
16432,bmw, 7 Series,2019,Semi-Auto,7515,Diesel,150,41.9871,3,46990
16433,hyundi, IX20,2013,Automatic,50150,Petrol,200,43.6216,1.6,6995
16436,ford, Tourneo Custom,2017,Manual,26514,Diesel,200,44.9501,2,20000
16438,bmw, Z4,2013,Automatic,35554,Petrol,205,41.6716,2,13700
16439,hyundi, Santa Fe,2019,Semi-Auto,1173,Diesel,145,39.2919,2.2,33900
16440,merc, GL Class,2017,Automatic,56316,Diesel,125,56.8294,2.1,20500
16441,audi, A8,2018,Semi-Auto,4524,Diesel,145,40.5699,3,35000
16442,vw, Jetta,2017,Manual,15899,Diesel,20,67.0701,2,10495
16444,bmw, X7,2019,Automatic,11055,Diesel,145,33.416,3,62995
16445,toyota, GT86,2019,Manual,1557,Petrol,150,33.2797,2,23995
16448,skoda, Kamiq,2020,Semi-Auto,500,Petrol,145,43.5873,1.5,23295
16449,vauxhall, GTC,2015,Manual,33217,Diesel,125,59.7827,2,7280
16450,ford, KA,2017,Manual,10631,Petrol,150,57.8755,1.2,8600
16451,audi, A8,2017,Semi-Auto,37492,Diesel,205,47.1685,3,24500
16452,audi, A8,2018,Automatic,10250,Petrol,145,37.9713,3,37000
16454,toyota, Prius,2013,Automatic,35726,Hybrid,0,134.6535,1.8,13495
16456,ford, Grand C-MAX,2011,Manual,48718,Petrol,200,40.8957,1.6,6499
16457,ford, Tourneo Custom,2018,Manual,6959,Diesel,145,46.3317,2,21980
16458,ford, Grand C-MAX,2011,Manual,64000,Petrol,200,40.4541,1.6,5490
16461,bmw, 7 Series,2014,Automatic,59640,Diesel,160,50.1289,3,13840
16466,hyundi, Santa Fe,2018,Semi-Auto,17189,Diesel,145,42.4737,2.2,21995
16468,toyota, Prius,2017,Automatic,34885,Hybrid,0,85.4536,1.8,19689
16469,bmw, X4,2019,Semi-Auto,4231,Diesel,150,43.0761,2,33998
16470,ford, KA,2019,Manual,6596,Petrol,145,47.8161,1.2,10000
16473,toyota, GT86,2019,Manual,1751,Petrol,145,32.9578,2,23980
16474,hyundi, IX20,2017,Automatic,27918,Petrol,145,43.46,1.6,9628
16476,skoda, Kamiq,2020,Manual,11,Petrol,150,46.1969,1.5,21000
16477,bmw, 8 Series,2019,Automatic,11111,Petrol,150,26.848,4.4,65000
16478,toyota, Verso,2017,Manual,6995,Petrol,205,41.6888,1.6,12485
16480,vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.1599,1.5,14495
16481,ford, Grand Tourneo Connect,2017,Manual,24712,Diesel,30,64.1185,1.5,15999
16483,ford, Grand C-MAX,2017,Manual,62833,Diesel,30,63.975,1.5,8450
16484,merc, SLK,2008,Automatic,60000,Petrol,280,34.3136,1.8,5980
16485,vw, CC,2016,Semi-Auto,29000,Diesel,150,53.3762,2,11250
16486,toyota, Prius,2019,Automatic,7677,Hybrid,135,62.8642,1.8,24060
16487,bmw, M5,2012,Automatic,51000,Petrol,555,28.6605,4.4,23995
16488,ford, Grand C-MAX,2016,Manual,34883,Diesel,30,61.7386,2,11998
16491,audi, A8,2019,Automatic,755,Diesel,145,39.3344,3,47990
16492,merc, M Class,2014,Semi-Auto,43729,Diesel,300,39.5318,3,17995
16494,ford, Galaxy,2016,Manual,40885,Diesel,125,56.3253,2,16620
16495,merc, GL Class,2015,Automatic,45712,Diesel,330,35.8629,3,29865
16496,ford, Galaxy,2019,Manual,9188,Diesel,145,55.5325,2,20800
16497,hyundi, Santa Fe,2011,Manual,130000,Diesel,265,41.7143,2.2,5395
16499,bmw, M4,2020,Semi-Auto,7,Petrol,145,32.9534,3,49490
16501,skoda, Rapid,2017,Manual,15261,Petrol,145,63.0285,1,8752
16503,toyota, Prius,2019,Automatic,6133,Hybrid,135,64.1676,1.8,22750
16505,skoda, Yeti,2017,Semi-Auto,22848,Petrol,145,51.5159,1.2,13000
16506,bmw, 6 Series,2019,Semi-Auto,6081,Diesel,150,41.7547,2,32785
16509,skoda, Yeti,2014,Semi-Auto,38000,Petrol,160,44.9066,1.2,9000
16510,toyota, Prius,2016,Automatic,48153,Other,10,64.0856,1.8,20000
16511,merc, CLS Class,2013,Automatic,65000,Diesel,150,53.8726,2.1,12000
16512,bmw, i3,2017,Automatic,28169,Hybrid,0,77.9799,0,23751
16514,vw, Beetle,2018,Manual,24104,Petrol,150,53.5525,1.2,13500
16515,toyota, Prius,2018,Automatic,43078,Hybrid,135,94.4344,1.8,18990
16517,vauxhall, GTC,2017,Manual,15630,Petrol,145,47.2049,1.4,10998
16518,ford, KA,2018,Manual,7916,Petrol,150,43.3148,1.2,9599
16519,audi, A7,2014,Semi-Auto,44247,Diesel,235,44.4993,3,17999
16520,bmw, X7,2019,Semi-Auto,4900,Diesel,145,33.5088,3,67000
16521,merc, CLS Class,2019,Semi-Auto,15674,Diesel,145,48.187,2.9,42849
16522,skoda, Yeti,2015,Manual,48870,Diesel,200,48.9095,2,9995
16523,vw, Caravelle,2016,Manual,19981,Diesel,235,43.1799,2,28999
16524,toyota, Prius,2015,Automatic,51896,Hybrid,0,134.4757,1.8,15995
16526,ford, Puma,2019,Manual,470,Petrol,145,51.5396,1,20000
16527,merc, CLS Class,2019,Automatic,4105,Diesel,145,48.8362,2.9,35590
16528,toyota, Prius,2017,Automatic,19870,Hybrid,0,94.0557,1.8,18999
16529,ford, Galaxy,2019,Manual,5593,Diesel,150,55.6546,2,26500
16532,vauxhall, GTC,2016,Manual,24000,Petrol,160,47.3227,1.4,7280
16533,vw, Scirocco,2016,Manual,17141,Diesel,20,55.3386,2,15940
16534,ford, Galaxy,2017,Semi-Auto,11348,Diesel,145,52.2402,2,21500
16542,vauxhall, GTC,2015,Manual,29188,Petrol,160,46.8228,1.4,8927
16544,ford, Edge,2017,Semi-Auto,29000,Diesel,150,48.1269,2,22450
16545,ford, Puma,2020,Manual,1255,Petrol,145,50.0185,1,21990
16547,bmw, 7 Series,2019,Semi-Auto,3200,Diesel,145,44.3878,3,52490
16548,bmw, M4,2020,Automatic,10,Petrol,150,34.0092,3,49488
16549,vauxhall, Combo Life,2019,Manual,839,Diesel,145,53.3865,1.5,17299
16550,hyundi, IX20,2017,Automatic,31100,Petrol,160,43.4513,1.6,8495
16553,ford, Mustang,2020,Semi-Auto,691,Petrol,145,22.2378,5,39990
16554,bmw, X6,2016,Automatic,33500,Diesel,240,42.9086,3,32000
16555,vw, CC,2012,Manual,98000,Diesel,30,60.1098,2,6695
16556,merc, GLB Class,2020,Semi-Auto,1508,Diesel,145,47.9303,2,35400
16558,ford, Grand C-MAX,2017,Manual,22888,Petrol,30,54.4784,1,10990
16560,vw, Shuttle,2016,Manual,20074,Diesel,200,47.4342,2,16998
16561,toyota, Prius,2016,Automatic,31717,Hybrid,0,94.0539,1.8,16950
16562,audi, SQ5,2014,Automatic,69682,Diesel,260,41.4139,3,19400
16564,hyundi, Santa Fe,2020,Automatic,2500,Diesel,145,39.4108,2.2,34995
16565,merc, CLA Class,2019,Manual,3794,Petrol,145,43.0207,1.6,20700
16566,bmw, Z4,2020,Semi-Auto,10,Petrol,145,38.707,2,30990
16567,toyota, GT86,2017,Manual,36100,Petrol,145,36.1801,2,16995
16569,ford, KA,2018,Manual,15179,Petrol,150,58.0019,1.2,8217
16571,toyota, Hilux,2020,Automatic,150,Diesel,260,2.9009,2.4,36995
16573,merc, V Class,2018,Semi-Auto,5988,Diesel,145,44.6039,2.2,39900
16574,vauxhall, Zafira Tourer,2017,Manual,6000,Petrol,205,41.7453,1.4,14990
16576,bmw, 6 Series,2017,Automatic,26000,Diesel,145,49.3456,3,24622
16577,bmw, Z3,2002,Automatic,16500,Petrol,325,29.7614,2.2,14995
16578,skoda, Rapid,2016,Manual,45895,Petrol,30,57.574,1.2,7795
16581,merc, CLA Class,2016,Manual,47020,Petrol,125,51.5253,1.6,14000
16582,bmw, M4,2018,Automatic,9210,Petrol,145,33.6969,3,34990
16583,skoda, Kamiq,2019,Semi-Auto,1248,Petrol,145,44.3248,1.5,20292
16584,vw, Scirocco,2017,Semi-Auto,22250,Petrol,145,44.4088,2,16771
16587,bmw, M4,2015,Semi-Auto,20100,Petrol,300,33.7491,3,29997
16590,vauxhall, Combo Life,2018,Manual,13720,Diesel,145,53.4567,1.5,15000
16592,ford, Galaxy,2012,Manual,64237,Petrol,235,39.2437,1.6,7985
16594,skoda, Kamiq,2019,Manual,1510,Petrol,145,47.4352,1,22503
16597,vw, Scirocco,2016,Manual,44015,Diesel,30,53.3682,2,12912
16598,skoda, Scala,2019,Automatic,3500,Petrol,145,45.7535,1.5,17995
16600,vauxhall, Combo Life,2018,Manual,2770,Diesel,145,52.9874,1.5,15300
16602,audi, RS6,2016,Automatic,51600,Petrol,325,29.4656,4,47490
16603,skoda, Scala,2019,Semi-Auto,3500,Petrol,145,45.2986,1.5,18500
16606,ford, Grand Tourneo Connect,2016,Manual,13608,Diesel,30,64.2121,1.5,13490
16607,bmw, 6 Series,2016,Automatic,62156,Diesel,200,49.4769,3,17490
16608,toyota, Prius,2016,Automatic,30125,Hybrid,0,93.777,1.8,16390
16609,merc, V Class,2019,Automatic,500,Diesel,145,35.8211,2,45395
16613,ford, Grand C-MAX,2016,Manual,47387,Diesel,30,64.0845,1.5,9495
16616,ford, Edge,2019,Semi-Auto,6482,Diesel,145,37.0723,2,30500
16617,hyundi, Santa Fe,2019,Automatic,2130,Diesel,145,42.7673,2.2,32450
16618,vauxhall, Combo Life,2019,Manual,6701,Petrol,145,42.0504,1.2,15240
16619,ford, Grand C-MAX,2016,Manual,18887,Petrol,30,54.1942,1,10799
16620,bmw, X6,2020,Semi-Auto,1075,Petrol,150,26.4338,3,54975
16621,audi, A7,2013,Automatic,63000,Diesel,200,47.9141,3,14990
16622,audi, A7,2019,Automatic,984,Diesel,145,37.9632,3,35850
16623,toyota, Prius,2017,Automatic,30687,Hybrid,0,93.7817,1.8,20100
16624,bmw, M3,2018,Manual,18311,Petrol,150,31.7498,3,37991
16626,bmw, 7 Series,2020,Semi-Auto,3500,Diesel,145,42.5637,3,53995
16628,bmw, X4,2017,Semi-Auto,25357,Diesel,200,47.8564,3,25990
16629,audi, Q8,2019,Automatic,7000,Diesel,145,33.9025,3,58450
16630,merc, M Class,2014,Semi-Auto,71657,Diesel,200,44.7603,2.1,15998
16631,merc, CLS Class,2016,Automatic,33000,Diesel,145,56.2278,2.1,19200
16632,ford, Galaxy,2016,Manual,19406,Diesel,125,56.5584,2,16798
16633,skoda, Kamiq,2019,Semi-Auto,2197,Petrol,145,44.2691,1.5,19250
16634,merc, S Class,2016,Semi-Auto,44072,Diesel,200,47.9092,3,25498
16635,vauxhall, Combo Life,2019,Automatic,1,Diesel,145,50.6714,1.5,20499
16636,audi, A7,2019,Automatic,5201,Diesel,145,38.9299,3,39985
16637,bmw, M3,2013,Semi-Auto,30500,Petrol,570,24.5959,4,25945
16638,bmw, Z4,2020,Semi-Auto,100,Petrol,150,38.5473,2,30990
16639,vw, Tiguan Allspace,2019,Automatic,5000,Diesel,145,34.5191,2,35990
16640,bmw, M4,2016,Semi-Auto,21533,Petrol,300,33.8493,3,31870
16641,merc, GL Class,2016,Automatic,42000,Diesel,260,42.7459,3,31750
16642,vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145,38.4154,2,32472
16645,vw, Scirocco,2015,Manual,46000,Diesel,30,53.1403,2,12995
16646,merc, SLK,2004,Automatic,64015,Petrol,325,29.8579,2.3,3990
16647,ford, KA,2015,Manual,12864,Petrol,30,57.7949,1.2,4950
16650,ford, Edge,2017,Manual,11514,Diesel,145,48.2501,2,20440
16651,bmw, X6,2019,Automatic,10231,Diesel,145,44.8586,3,42888
16655,hyundi, Santa Fe,2019,Automatic,9970,Diesel,145,39.0614,2.2,31269
16656,ford, Galaxy,2016,Manual,28402,Diesel,125,56.0804,2,17960
16657,vauxhall, Antara,2015,Manual,37617,Diesel,240,44.1576,2.2,6999
16661,merc, CLA Class,2019,Automatic,13500,Diesel,145,51.6256,2.1,25744
16663,merc, V Class,2019,Automatic,3000,Diesel,145,36.9482,2,53581
16664,merc, GL Class,2015,Automatic,27000,Diesel,125,55.2492,2.1,16990
16665,vauxhall, Combo Life,2019,Manual,1700,Petrol,145,42.0099,1.2,14995
16666,hyundi, Santa Fe,2019,Automatic,1173,Diesel,145,39.1492,2.2,33900
16668,ford, Puma,2019,Manual,3000,Hybrid,150,50.1726,0,23999
16669,vw, Caravelle,2016,Manual,30414,Diesel,235,43.1252,2,29994
16670,merc, CLS Class,2015,Automatic,48126,Diesel,160,49.4241,3,19995
16671,bmw, 7 Series,2006,Automatic,81000,Diesel,325,34.6236,3,4995
16672,bmw, M4,2018,Semi-Auto,10809,Petrol,150,33.8126,3,39999
16677,vw, California,2019,Manual,12895,Diesel,260,44.2869,2,52995
16678,vw, Shuttle,2017,Manual,39013,Diesel,200,47.4027,2,19498
16679,ford, Tourneo Custom,2017,Manual,37950,Diesel,145,44.1894,2,19989
16683,vw, Scirocco,2017,Manual,10131,Petrol,145,46.6978,2,15299
16685,vw, California,2019,Semi-Auto,3500,Diesel,260,32.2144,2,54995
16686,vw, Scirocco,2015,Manual,25751,Petrol,125,52.1388,1.4,12991
16687,merc, GL Class,2014,Manual,23888,Diesel,30,62.6512,2.1,14499
16688,hyundi, IX20,2016,Automatic,3000,Petrol,160,43.632,1.6,9995
16689,bmw, 6 Series,2005,Automatic,84000,Petrol,305,24.5837,4.4,4995
16691,vw, Caravelle,2019,Automatic,4000,Diesel,145,32.3829,2,41990
16692,vw, Tiguan Allspace,2019,Automatic,704,Diesel,145,39.5793,2,27495
16694,bmw, 7 Series,2017,Automatic,11297,Petrol,145,22.0567,6.6,57000
16695,vauxhall, Combo Life,2019,Manual,8556,Diesel,145,53.6163,1.5,13498
16697,vauxhall, Agila,2011,Manual,28299,Petrol,30,55.3011,1.2,3699
16698,toyota, Prius,2018,Automatic,49000,Hybrid,135,94.4496,1.8,16995
16704,skoda, Scala,2020,Manual,747,Petrol,145,50.2738,1,14985
16705,vw, Scirocco,2017,Manual,26628,Diesel,145,53.0052,2,15995
16707,hyundi, IX20,2016,Manual,18562,Petrol,125,50.3916,1.4,7998
16708,bmw, 8 Series,2019,Semi-Auto,3369,Petrol,150,26.3668,4.4,73890
16709,toyota, Prius,2017,Automatic,52926,Hybrid,135,93.8704,1.8,18000
16710,ford, KA,2007,Manual,50000,Petrol,160,45.345,1.3,1990
16711,vauxhall, Combo Life,2018,Manual,5651,Diesel,145,53.6958,1.5,15200
16712,merc, V Class,2016,Automatic,42000,Diesel,235,44.7147,2.1,31995
16714,vw, Tiguan Allspace,2019,Semi-Auto,5000,Diesel,150,43.9671,2,26999
16715,vw, Arteon,2019,Manual,100,Diesel,150,52.5622,2,23990
16716,vw, Amarok,2019,Automatic,1250,Diesel,260,33.7018,3,36999
16717,vauxhall, Zafira Tourer,2017,Manual,28000,Petrol,200,42.0371,1.4,9950
16718,merc, CLA Class,2018,Automatic,6466,Petrol,150,52.349,1.6,19950
16720,bmw, Z4,2012,Manual,49289,Petrol,200,41.3985,2,10199
16722,merc, S Class,2019,Automatic,1000,Diesel,145,52.4574,3,67109
16723,bmw, 7 Series,2015,Automatic,52000,Diesel,145,56.5154,3,25990
16726,ford, KA,2012,Manual,85843,Petrol,30,57.7957,1.2,3491
16727,toyota, Prius,2009,Automatic,57861,Hybrid,0,70.2311,1.8,6850
16728,skoda, Rapid,2017,Manual,28273,Petrol,150,57.7454,1.2,9280
16729,bmw, 7 Series,2013,Automatic,81035,Diesel,160,50.5176,3,13950
16730,skoda, Rapid,2017,Manual,18500,Petrol,150,61.7351,1,10500
16732,vw, Tiguan Allspace,2019,Manual,39,Petrol,145,36.3303,1.5,26498
16734,merc, S Class,2015,Automatic,8051,Petrol,325,31.8688,4.7,36499
16735,ford, Grand C-MAX,2017,Manual,20064,Petrol,30,54.2104,1,11700
16736,toyota, Hilux,2017,Manual,46498,Diesel,260,40.224,2.4,18698
16737,vw, Arteon,2018,Semi-Auto,21299,Petrol,145,47.232,2,22995
16738,bmw, M2,2019,Automatic,999,Petrol,145,29.2135,3,46995
16739,vw, Amarok,2018,Automatic,31000,Diesel,260,36.2593,3,26000
16741,vw, Caravelle,2019,Automatic,3800,Diesel,145,33.8437,2,44995
16742,merc, CLS Class,2018,Semi-Auto,16432,Diesel,145,48.8742,2.9,34480
16744,ford, Puma,2020,Manual,60,Petrol,150,51.5172,1,19900
16745,skoda, Rapid,2017,Manual,28996,Diesel,150,74.2591,1.4,8999
16748,merc, GL Class,2014,Automatic,67833,Diesel,325,35.3477,3,24498
16749,vauxhall, Zafira Tourer,2014,Manual,45000,Diesel,145,55.4017,2,7699
16752,bmw, 6 Series,2020,Semi-Auto,11,Petrol,145,42.5783,2,33999
16753,merc, V Class,2018,Manual,38004,Diesel,145,46.4703,2.1,17495
16755,vauxhall, Zafira Tourer,2017,Automatic,26625,Petrol,150,40.5549,1.4,13795
16757,merc, M Class,2012,Automatic,75626,Diesel,200,45.0654,2.1,14999
16758,ford, Edge,2017,Semi-Auto,24224,Diesel,150,48.3188,2,20999
16759,hyundi, I800,2018,Automatic,32420,Diesel,145,27.896,2.5,15749
16760,vw, Amarok,2020,Automatic,2451,Diesel,260,33.5241,3,39999
16761,bmw, X4,2016,Automatic,52135,Diesel,145,54.3351,2,20000
16763,toyota, Hilux,2018,Automatic,29945,Diesel,260,35.9557,2.4,20995
16764,merc, CLS Class,2012,Automatic,46283,Petrol,555,28.7821,5.5,21749
16765,hyundi, Santa Fe,2016,Manual,32696,Diesel,200,46.2033,2.2,15995
16766,vauxhall, Zafira Tourer,2015,Manual,29600,Diesel,30,63.1632,1.6,9000
16767,ford, Galaxy,2017,Manual,20488,Diesel,125,56.7313,2,19995
16770,bmw, Z4,2019,Semi-Auto,1501,Petrol,145,37.224,2,35995
16771,ford, KA,2015,Manual,38622,Petrol,30,57.5544,1.2,4500
16773,vw, Scirocco,2016,Manual,30989,Petrol,145,46.5334,2,14750
16774,toyota, PROACE VERSO,2019,Automatic,240,Diesel,145,39.0401,2,27998
16777,vw, Scirocco,2015,Manual,51144,Diesel,20,55.3175,2,10975
16778,hyundi, I40,2015,Manual,58915,Diesel,30,65.7923,1.7,8000
16779,vw, Scirocco,2015,Manual,28691,Petrol,125,52.3591,1.4,10981
16780,ford, Puma,2019,Manual,883,Petrol,145,51.54,1,22999
16781,bmw, M4,2016,Automatic,4550,Petrol,300,32.8618,3,76990
16782,ford, Galaxy,2017,Manual,34036,Diesel,125,56.3663,2,17999
16783,hyundi, IX35,2015,Manual,43439,Diesel,160,51.7607,2,9991
16784,vw, Arteon,2019,Semi-Auto,553,Petrol,145,47.1081,2,28690
16785,bmw, X4,2019,Semi-Auto,3253,Petrol,145,26.8631,3,44000
16787,audi, RS4,2020,Automatic,3350,Petrol,150,28.8949,2.9,69890
16788,vw, Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145,46.6176,2,23995
16792,bmw, 8 Series,2018,Semi-Auto,3891,Petrol,145,26.8331,4.4,63980
16793,merc, X-CLASS,2019,Automatic,16500,Diesel,260,35.5169,2.3,28000
16796,ford, Tourneo Custom,2018,Manual,6896,Diesel,145,44.8637,2,15499
16799,merc, S Class,2019,Automatic,2255,Diesel,145,52.3307,3,54999
16800,audi, A7,2016,Automatic,30122,Diesel,150,53.1315,3,22450
16801,skoda, Rapid,2018,Manual,23147,Petrol,145,58.5028,1,10990
16802,ford, Grand Tourneo Connect,2017,Manual,14801,Diesel,30,64.31,1.5,14698
16803,skoda, Scala,2020,Manual,1050,Petrol,145,49.478,1,17000
16805,vw, Jetta,2016,Manual,30886,Diesel,20,67.3405,2,10990
16807,bmw, 8 Series,2019,Automatic,8000,Petrol,145,33.656,3,60000
16808,bmw, 7 Series,2016,Semi-Auto,39085,Diesel,145,54.0408,3,26000
16809,vw, Amarok,2018,Automatic,20811,Diesel,260,36.0811,3,22990
16810,audi, A8,2019,Semi-Auto,1000,Diesel,145,40.2124,3,42888
16811,bmw, Z4,2019,Semi-Auto,9950,Petrol,145,38.6113,2,31990
16812,ford, Grand C-MAX,2016,Manual,26611,Petrol,30,54.1305,1,9991
16813,ford, Edge,2017,Semi-Auto,20045,Diesel,160,48.8109,2,20750
16814,ford, Galaxy,2017,Semi-Auto,40512,Diesel,150,52.2768,2,18498
16816,ford, Galaxy,2016,Manual,30416,Diesel,125,56.3069,2,17000
16817,merc, CLS Class,2016,Automatic,30422,Diesel,145,56.5722,2.1,19999
16818,hyundi, IX35,2015,Manual,64925,Diesel,165,51.3678,2,8298
16820,bmw, X4,2015,Semi-Auto,60059,Diesel,150,53.8581,2,19990
16822,audi, SQ5,2017,Automatic,20000,Petrol,145,34.0192,3,37700
16823,merc, CLA Class,2013,Automatic,66000,Diesel,30,62.8874,2.1,14400
16825,audi, A7,2019,Automatic,7656,Diesel,145,38.8531,3,37995
16826,vw, Jetta,2018,Manual,11749,Diesel,145,70.2095,2,12995
16829,vw, Amarok,2019,Automatic,10000,Diesel,260,33.8276,3,35995
16830,ford, Fusion,2004,Automatic,59300,Petrol,200,42.6329,1.4,1500
16832,audi, R8,2019,Automatic,11936,Petrol,145,21.7884,5.2,117990
16833,vw, Shuttle,2018,Manual,35193,Diesel,145,47.1061,2,22999
16835,ford, Grand C-MAX,2016,Manual,15777,Diesel,30,64.313,1.5,10100
16836,skoda, Rapid,2017,Manual,33402,Petrol,150,61.241,1,9891
16837,hyundi, IX20,2015,Manual,12433,Petrol,125,50.5346,1.4,7999
16839,toyota, Prius,2016,Automatic,28000,Hybrid,0,85.4208,1.8,17695
16840,toyota, Prius,2019,Automatic,4874,Hybrid,135,61.1443,1.8,22000
16842,bmw, X4,2016,Automatic,59000,Diesel,145,54.6807,2,19490
16843,toyota, Prius,2019,Automatic,5278,Other,135,61.3297,1.8,23995
16844,skoda, Scala,2019,Semi-Auto,2742,Petrol,145,45.4319,1.5,17495
16845,ford, KA,2015,Manual,12809,Petrol,30,57.9119,1.2,5420
16846,vauxhall, GTC,2017,Manual,18927,Diesel,30,64.2721,1.6,10830
16849,ford, KA,2014,Manual,61008,Petrol,30,57.8471,1.2,3999
16850,bmw, M5,2019,Semi-Auto,23,Petrol,145,24.0857,4.4,70995
16851,hyundi, Santa Fe,2019,Semi-Auto,9923,Diesel,145,39.2254,2.2,32570
16852,bmw, M4,2019,Semi-Auto,5239,Petrol,145,34.3545,3,46995
16854,merc, V Class,2016,Automatic,20751,Diesel,235,44.937,2.2,32895
16856,skoda, Scala,2019,Semi-Auto,8121,Diesel,145,54.4819,1.6,17495
16857,merc, CLS Class,2016,Semi-Auto,35825,Diesel,125,57.4173,2.1,19749
16859,merc, CLS Class,2019,Semi-Auto,7937,Diesel,145,48.5549,2.9,38899
16860,merc, GLB Class,2020,Semi-Auto,2000,Diesel,145,46.515,2,35400
16861,bmw, X7,2019,Semi-Auto,6331,Petrol,145,24.6887,3,67990
16863,ford, Galaxy,2017,Manual,42580,Diesel,150,56.7702,2,17298
16865,audi, A8,2020,Automatic,3452,Diesel,145,38.9962,3,49800
16866,audi, A7,2015,Semi-Auto,13815,Petrol,260,37.4628,3,25990
16867,merc, CLS Class,2016,Semi-Auto,31684,Diesel,160,51.1631,3,20449
16868,hyundi, IX20,2017,Manual,22880,Petrol,145,50.1696,1.4,8899
16870,hyundi, I40,2019,Manual,30,Diesel,145,54.5585,1.6,16000
16871,toyota, Land Cruiser,2019,Semi-Auto,16634,Diesel,145,30.234,2.8,42995
16872,audi, SQ5,2015,Automatic,37306,Diesel,265,41.4893,3,23195
16874,vw, Arteon,2020,Semi-Auto,115,Petrol,145,46.805,2,28990
16875,audi, A7,2017,Semi-Auto,14468,Diesel,145,52.2989,3,29900
16876,skoda, Yeti,2016,Manual,36817,Diesel,30,62.9847,2,11100
16877,vauxhall, GTC,2017,Manual,16541,Petrol,145,36.4057,2,16491
16878,merc, S Class,2016,Automatic,75000,Hybrid,190,42.431,3.5,24880
16879,ford, KA,2018,Manual,5007,Petrol,145,57.8275,1.2,8299
16881,bmw, M4,2020,Semi-Auto,105,Petrol,145,32.6151,3,47950
16888,hyundi, IX35,2015,Automatic,39661,Diesel,265,41.5469,2,10495
16890,bmw, 8 Series,2019,Semi-Auto,8200,Petrol,145,26.3671,4.4,72990
16892,toyota, Land Cruiser,2013,Automatic,33000,Diesel,325,35.2562,3,25350
16894,merc, V Class,2018,Semi-Auto,18932,Diesel,145,45.7443,2.2,32998
16896,skoda, Rapid,2016,Manual,50000,Petrol,30,57.4777,1.2,7435
16897,merc, V Class,2019,Semi-Auto,236,Diesel,145,35.8129,2,45480
16898,merc, GL Class,2015,Automatic,24314,Diesel,125,56.4152,2.1,17999
16900,ford, Edge,2017,Manual,22922,Diesel,160,48.8553,2,19999
16903,merc, SLK,2015,Semi-Auto,29945,Diesel,145,56.6351,2,13795
16904,merc, S Class,2019,Semi-Auto,695,Diesel,145,52.0278,3,54899
16905,bmw, 6 Series,2017,Automatic,28062,Diesel,145,48.9487,3,24499
16907,vw, Amarok,2017,Automatic,30653,Diesel,260,36.202,3,25999
16908,ford, Grand C-MAX,2011,Automatic,90000,Diesel,200,48.7297,2,5995
16909,ford, Puma,2020,Manual,214,Petrol,145,51.692,1,18994
16910,hyundi, Santa Fe,2014,Manual,52236,Diesel,205,46.4623,2.2,13991
16911,audi, RS3,2018,Semi-Auto,5431,Petrol,145,33.9351,2.5,39995
16913,hyundi, Santa Fe,2015,Automatic,91700,Diesel,265,41.3535,2.2,11500
16917,hyundi, I40,2015,Manual,56577,Diesel,30,65.575,1.7,7357
16918,vauxhall, Combo Life,2018,Manual,14066,Diesel,145,53.6696,1.5,13300
16920,ford, Galaxy,2017,Automatic,28522,Diesel,145,52.1531,2,17991
16921,ford, Edge,2019,Automatic,4536,Diesel,150,37.2681,2,29989
16922,ford, Puma,2019,Manual,68,Petrol,150,50.6369,1,21500
16924,merc, GLB Class,2020,Semi-Auto,16,Diesel,145,44.5529,2,38980
16927,skoda, Scala,2019,Semi-Auto,5410,Petrol,145,45.8772,1.5,16920
16928,bmw, 6 Series,2015,Semi-Auto,51412,Diesel,160,49.3479,3,17498
16929,merc, V Class,2018,Manual,28702,Diesel,145,46.0987,2.1,18998
16930,merc, CLS Class,2011,Automatic,88559,Diesel,200,46.7424,3,11995
16931,bmw, 6 Series,2016,Automatic,27483,Diesel,200,49.5984,3,21795
16933,ford, Galaxy,2017,Manual,34206,Diesel,125,56.1255,2,18490
16934,merc, CLS Class,2015,Automatic,29417,Diesel,160,51.1149,3,20995
16936,bmw, M4,2017,Automatic,5735,Petrol,145,32.5212,3,39950
16937,audi, Q8,2020,Semi-Auto,1500,Diesel,145,32.9787,3,61795
16938,skoda, Scala,2019,Manual,6251,Petrol,145,49.3741,1,14928
